,title_start,title_end,distance,soc_start,soc_end,startingjob_count,startingjob_trend,targetjob_count,targetjob_trend
25658,social media strategist,marketing communications manager,0.9920417423963311,766,1799,1.0,-0.75,2.0,-0.8571428571428571
25659,social media specialist,marketing communications manager,0.9898146065636182,893,1799,9.0,-0.6896551724137931,2.0,-0.8571428571428571
25660,processing specialist,marketing communications manager,0.9783107457944377,1602,1799,0.0,0.0,2.0,-0.8571428571428571
25661,content director,marketing communications manager,0.9892358902947043,1900,1799,1.0,0.0,2.0,-0.8571428571428571
25662,content producer,marketing communications manager,0.9909645696302531,1201,1799,0.0,,2.0,-0.8571428571428571
25663,tech writer,marketing communications manager,0.9902990940828278,2692,1799,0.0,,2.0,-0.8571428571428571
25664,art directors,marketing communications manager,0.9931781926463344,1782,1799,0.0,0.0,2.0,-0.8571428571428571
25665,content manager,marketing communications manager,0.9928946331699161,634,1799,2.0,-0.75,2.0,-0.8571428571428571
25666,display coordinator,marketing communications manager,0.9858547480728834,1337,1799,0.0,,2.0,-0.8571428571428571
25667,digital designer,digital designer,1.0,669,669,4.0,-0.5555555555555556,4.0,-0.5555555555555556
25668,vendor,digital designer,0.9732204846100238,1695,669,1.0,,4.0,-0.5555555555555556
25669,detailer,digital designer,0.946505438431932,2487,669,7.0,-0.5882352941176471,4.0,-0.5555555555555556
25670,processing specialist,digital designer,0.9913566431354583,1602,669,0.0,0.0,4.0,-0.5555555555555556
25671,desktop operator,digital designer,0.9444471178543729,2468,669,0.0,,4.0,-0.5555555555555556
25672,prepress operator,digital designer,0.9444471178543729,2469,669,4.0,3.0,4.0,-0.5555555555555556
25673,digital designer,processing specialist,0.9913566431354583,669,1602,4.0,-0.5555555555555556,0.0,0.0
25674,processing specialist,processing specialist,1.0,1602,1602,0.0,0.0,0.0,0.0
25675,design manager,content manager,0.9840178139083786,1444,634,1.0,-0.5,2.0,-0.75
25676,product designer,content manager,0.9913358353588955,688,634,11.0,-0.7843137254901961,2.0,-0.75
25677,interior design assistant,content manager,0.974444446725011,1091,634,1.0,-0.6666666666666666,2.0,-0.75
25678,web designer,content manager,0.991133368581419,1490,634,6.0,-0.5,2.0,-0.75
25679,lead designer,content manager,0.9906088984577626,1578,634,1.0,0.0,2.0,-0.75
25680,marketing communications manager,content manager,0.9928946331699161,1799,634,2.0,-0.8571428571428571,2.0,-0.75
25681,multimedia designer,content manager,0.9874061549720976,1865,634,2.0,-0.6,2.0,-0.75
25682,social media strategist,content manager,0.9913126741449536,766,634,1.0,-0.75,2.0,-0.75
25683,social media specialist,content manager,0.993378007391782,893,634,9.0,-0.6896551724137931,2.0,-0.75
25684,writer,content manager,0.9854181392293901,351,634,5.0,0.6666666666666666,2.0,-0.75
25685,content director,content manager,0.9857694624399116,1900,634,1.0,0.0,2.0,-0.75
25686,promotions producer,content manager,0.9873887864680178,910,634,2.0,,2.0,-0.75
25687,tech writer,content manager,0.9920867564446338,2692,634,0.0,,2.0,-0.75
25688,graphic designers,content manager,0.9890758878418682,182,634,0.0,0.0,2.0,-0.75
25689,graphic artist,content manager,0.9859474764327474,1410,634,10.0,0.25,2.0,-0.75
25690,art directors,content manager,0.9944728454664975,1782,634,0.0,0.0,2.0,-0.75
25691,production artist,content manager,0.9796980975631094,2323,634,0.0,0.0,2.0,-0.75
25692,design director,content manager,0.9872092590091468,2499,634,0.0,0.0,2.0,-0.75
25693,content manager,content manager,1.0,634,634,2.0,-0.75,2.0,-0.75
25694,display coordinator,content manager,0.9905011876792019,1337,634,0.0,,2.0,-0.75
25695,proposal coordinator,content manager,0.9868653846558844,1533,634,2.0,-0.8823529411764706,2.0,-0.75
25696,content editor,content manager,0.992952015471181,1918,634,0.0,0.0,2.0,-0.75
25697,software writer,content manager,0.9728486906948506,254,634,0.0,,2.0,-0.75
25698,managing editor,content manager,0.9880462640904606,279,634,0.0,0.0,2.0,-0.75
25699,senior game designer,content manager,0.9737826450027538,936,634,0.0,,2.0,-0.75
25700,video technician,content manager,0.9829391155706249,2036,634,0.0,,2.0,-0.75
25701,medical writer,content manager,0.9852531038842913,2364,634,3.0,0.0,2.0,-0.75
25702,design manager,technical writers,0.9842553681961561,1444,253,1.0,-0.5,0.0,
25703,technical writers,technical writers,1.0,253,253,0.0,,0.0,
25704,senior designer,technical writers,0.9858394154438459,320,253,1.0,-0.9166666666666666,0.0,
25705,interpreter,technical writers,0.9601110670189996,775,253,1.0,-0.8333333333333334,0.0,
25706,usability engineer,technical writers,0.9834462573447399,1255,253,0.0,,0.0,
25707,proposal coordinator,technical writers,0.982602853426296,1533,253,2.0,-0.8823529411764706,0.0,
25708,design manager,senior designer,0.9938138525712388,1444,320,1.0,-0.5,1.0,-0.9166666666666666
25709,technical writers,senior designer,0.9858394154438459,253,320,0.0,,1.0,-0.9166666666666666
25710,senior designer,senior designer,1.0,320,320,1.0,-0.9166666666666666,1.0,-0.9166666666666666
25711,designer,senior designer,0.9928160609521681,504,320,10.0,-0.375,1.0,-0.9166666666666666
25712,product designer,senior designer,0.9893741510287746,688,320,11.0,-0.7843137254901961,1.0,-0.9166666666666666
25713,web designer,senior designer,0.9889452545379488,1490,320,6.0,-0.5,1.0,-0.9166666666666666
25714,web editor,senior designer,0.9755238363918696,1917,320,0.0,0.0,1.0,-0.9166666666666666
25715,meteorologist,senior designer,0.9703107655996448,2169,320,1.0,,1.0,-0.9166666666666666
25716,environmental designer,senior designer,0.9780522536311287,2264,320,0.0,,1.0,-0.9166666666666666
25717,ui ux designer,senior designer,0.9935293495006878,319,320,0.0,0.0,1.0,-0.9166666666666666
25718,ux designer,senior designer,0.9904295034976652,689,320,13.0,-0.59375,1.0,-0.9166666666666666
25719,user experience designer,senior designer,0.9868496005567424,783,320,3.0,-0.8125,1.0,-0.9166666666666666
25720,design manager,ui ux designer,0.9818680898149755,1444,319,1.0,-0.5,0.0,0.0
25721,technical writers,ui ux designer,0.9810590015850638,253,319,0.0,,0.0,0.0
25722,senior designer,ui ux designer,0.9935293495006878,320,319,1.0,-0.9166666666666666,0.0,0.0
25723,designer,ui ux designer,0.9835684893631189,504,319,10.0,-0.375,0.0,0.0
25724,product designer,ui ux designer,0.9871630667020492,688,319,11.0,-0.7843137254901961,0.0,0.0
25725,web designer,ui ux designer,0.9894806294207998,1490,319,6.0,-0.5,0.0,0.0
25726,meteorologist,ui ux designer,0.9685629370156543,2169,319,1.0,,0.0,0.0
25727,environmental designer,ui ux designer,0.9758276781361488,2264,319,0.0,,0.0,0.0
25728,ui ux designer,ui ux designer,1.0,319,319,0.0,0.0,0.0,0.0
25729,ux designer,ui ux designer,0.9931755279171959,689,319,13.0,-0.59375,0.0,0.0
25730,user experience designer,ui ux designer,0.9794175089976302,783,319,3.0,-0.8125,0.0,0.0
25731,content specialist,ui ux designer,0.9928355784530019,799,319,2.0,-0.6,0.0,0.0
25732,campaign manager,ui ux designer,0.9834412422788668,2294,319,3.0,-0.4,0.0,0.0
25733,training developer,ui ux designer,0.9795247614581553,2621,319,0.0,,0.0,0.0
25734,technical designer,ui ux designer,0.964831470634951,2829,319,1.0,-0.75,0.0,0.0
25735,design manager,web designer,0.9904464052940762,1444,1490,1.0,-0.5,6.0,-0.5
25736,technical writers,web designer,0.9806865789721473,253,1490,0.0,,6.0,-0.5
25737,senior designer,web designer,0.9889452545379488,320,1490,1.0,-0.9166666666666666,6.0,-0.5
25738,designer,web designer,0.9808780552242812,504,1490,10.0,-0.375,6.0,-0.5
25739,product designer,web designer,0.9958687479846202,688,1490,11.0,-0.7843137254901961,6.0,-0.5
25740,interior design assistant,web designer,0.9745033812412454,1091,1490,1.0,-0.6666666666666666,6.0,-0.5
25741,web designer,web designer,1.0,1490,1490,6.0,-0.5,6.0,-0.5
25742,lead designer,web designer,0.9951199811151865,1578,1490,1.0,0.0,6.0,-0.5
25743,web editor,web designer,0.9786088792371028,1917,1490,0.0,0.0,6.0,-0.5
25744,ui ux designer,web designer,0.9894806294207998,319,1490,0.0,0.0,6.0,-0.5
25745,training developer,web designer,0.9847593809283836,2621,1490,0.0,,6.0,-0.5
25746,design assistant,web designer,0.9850418144496865,1863,1490,1.0,0.0,6.0,-0.5
25747,artist,web designer,0.9908105773782312,1966,1490,1.0,-0.6666666666666666,6.0,-0.5
25748,content manager,web designer,0.991133368581419,634,1490,2.0,-0.75,6.0,-0.5
25749,proposal coordinator,web designer,0.9917570212369293,1533,1490,2.0,-0.8823529411764706,6.0,-0.5
25750,senior game designer,web designer,0.9788012946270858,936,1490,0.0,,6.0,-0.5
25751,video technician,web designer,0.9851197002921714,2036,1490,0.0,,6.0,-0.5
25752,project specialist,marketing strategist,0.9887317169224841,1183,2021,3.0,-0.625,3.0,0.0
25753,development associate,marketing strategist,0.9868181537766055,87,2021,0.0,0.0,3.0,0.0
25754,marketing strategist,marketing strategist,1.0,2021,2021,3.0,0.0,3.0,0.0
25755,marketing communications specialist,marketing strategist,0.9906192560520566,544,2021,4.0,-0.6923076923076923,3.0,0.0
25756,communications specialist,marketing strategist,0.9895113635675885,794,2021,20.0,-0.375,3.0,0.0
25757,public relations director,marketing strategist,0.9904591329897003,2394,2021,0.0,,3.0,0.0
25758,project specialist,multimedia designer,0.9892230138766162,1183,1865,3.0,-0.625,2.0,-0.6
25759,content strategist,multimedia designer,0.9925091213419477,316,1865,0.0,0.0,2.0,-0.6
25760,multimedia designer,multimedia designer,1.0,1865,1865,2.0,-0.6,2.0,-0.6
25761,proposal writer,multimedia designer,0.9925219118364895,2383,1865,7.0,-0.4166666666666667,2.0,-0.6
25762,content director,multimedia designer,0.9852657411915302,1900,1865,1.0,0.0,2.0,-0.6
25763,managing editor,multimedia designer,0.9852955181544059,279,1865,0.0,0.0,2.0,-0.6
25764,web coordinator,web coordinator,1.0,1901,1901,1.0,-0.6666666666666666,1.0,-0.6666666666666666
25765,executive vice president,web coordinator,0.9905775796463026,234,1901,0.0,,1.0,-0.6666666666666666
25766,vendor,vendor,1.0,1695,1695,1.0,,1.0,
25767,data entry operator,vendor,0.9535256022742975,2129,1695,2.0,-0.7777777777777778,1.0,
25768,content strategist,content director,0.9893629096071888,316,1900,0.0,0.0,1.0,0.0
25769,social media strategist,content director,0.9961184970788071,766,1900,1.0,-0.75,1.0,0.0
25770,social media specialist,content director,0.9914455333968466,893,1900,9.0,-0.6896551724137931,1.0,0.0
25771,content director,content director,1.0,1900,1900,1.0,0.0,1.0,0.0
25772,display coordinator,content director,0.9857769525938092,1337,1900,0.0,,1.0,0.0
25773,technical writers,content specialist,0.984330640386593,253,799,0.0,,2.0,-0.6
25774,senior designer,content specialist,0.985942867145754,320,799,1.0,-0.9166666666666666,2.0,-0.6
25775,it applications developer,content specialist,0.9844851755893984,71,799,0.0,0.0,2.0,-0.6
25776,usability engineer,content specialist,0.9851868997167512,1255,799,0.0,,2.0,-0.6
25777,environmental designer,content specialist,0.9684071049762633,2264,799,0.0,,2.0,-0.6
25778,ui ux designer,content specialist,0.9928355784530019,319,799,0.0,0.0,2.0,-0.6
25779,ux designer,content specialist,0.9927692392867389,689,799,13.0,-0.59375,2.0,-0.6
25780,user experience designer,content specialist,0.9782521506502777,783,799,3.0,-0.8125,2.0,-0.6
25781,web specialist,content specialist,0.9965879901140222,798,799,1.0,0.0,2.0,-0.6
25782,content specialist,content specialist,1.0,799,799,2.0,-0.6,2.0,-0.6
25783,web developers,content specialist,0.9948071216441633,956,799,0.0,,2.0,-0.6
25784,campaign manager,content specialist,0.9887913002800789,2294,799,3.0,-0.4,2.0,-0.6
25785,training developer,content specialist,0.9811035385338761,2621,799,0.0,,2.0,-0.6
25786,computer systems manager,content specialist,0.9888966073233105,2924,799,0.0,,2.0,-0.6
25787,computer assistant,content specialist,0.9888966073233105,2925,799,0.0,,2.0,-0.6
25788,technical writers,proposal coordinator,0.982602853426296,253,1533,0.0,,2.0,-0.8823529411764706
25789,product designer,proposal coordinator,0.9885797274092198,688,1533,11.0,-0.7843137254901961,2.0,-0.8823529411764706
25790,web designer,proposal coordinator,0.9917570212369293,1490,1533,6.0,-0.5,2.0,-0.8823529411764706
25791,lead designer,proposal coordinator,0.9874671700841411,1578,1533,1.0,0.0,2.0,-0.8823529411764706
25792,web editor,proposal coordinator,0.984214093841343,1917,1533,0.0,0.0,2.0,-0.8823529411764706
25793,training developer,proposal coordinator,0.9839671346931713,2621,1533,0.0,,2.0,-0.8823529411764706
25794,proposal coordinator,proposal coordinator,1.0,1533,1533,2.0,-0.8823529411764706,2.0,-0.8823529411764706
25795,video technician,proposal coordinator,0.9816709089057676,2036,1533,0.0,,2.0,-0.8823529411764706
25796,designer,artist,0.9776575077708378,504,1966,10.0,-0.375,1.0,-0.6666666666666666
25797,web designer,artist,0.9908105773782312,1490,1966,6.0,-0.5,1.0,-0.6666666666666666
25798,lead designer,artist,0.9943687793609824,1578,1966,1.0,0.0,1.0,-0.6666666666666666
25799,web editor,artist,0.9762106128867206,1917,1966,0.0,0.0,1.0,-0.6666666666666666
25800,ui ux designer,artist,0.9833726009791866,319,1966,0.0,0.0,1.0,-0.6666666666666666
25801, d artist,artist,0.9745029740766349,1053,1966,0.0,,1.0,-0.6666666666666666
25802,technical designer,artist,0.9677880676775042,2829,1966,1.0,-0.75,1.0,-0.6666666666666666
25803,desktop operator,artist,0.9344595113391665,2468,1966,0.0,,1.0,-0.6666666666666666
25804,prepress operator,artist,0.9344595113391665,2469,1966,4.0,3.0,1.0,-0.6666666666666666
25805,videographer,artist,0.9870498991188444,1122,1966,3.0,-0.625,1.0,-0.6666666666666666
25806,design assistant,artist,0.9885215065558806,1863,1966,1.0,0.0,1.0,-0.6666666666666666
25807,artist,artist,1.0,1966,1966,1.0,-0.6666666666666666,1.0,-0.6666666666666666
25808,video producer,artist,0.9799566238156148,2128,1966,0.0,0.0,1.0,-0.6666666666666666
25809,proposal coordinator,artist,0.982802338000259,1533,1966,2.0,-0.8823529411764706,1.0,-0.6666666666666666
25810,interior design assistant,design assistant,0.9838787687942735,1091,1863,1.0,-0.6666666666666666,1.0,0.0
25811, d artist,design assistant,0.9652961612819014,1053,1863,0.0,,1.0,0.0
25812,technical designer,design assistant,0.9690127594972304,2829,1863,1.0,-0.75,1.0,0.0
25813,desktop operator,design assistant,0.936970654860331,2468,1863,0.0,,1.0,0.0
25814,prepress operator,design assistant,0.936970654860331,2469,1863,4.0,3.0,1.0,0.0
25815,graphic designers,design assistant,0.9906772125257104,182,1863,0.0,0.0,1.0,0.0
25816,graphic artist,design assistant,0.9890073768626205,1410,1863,10.0,0.25,1.0,0.0
25817,design assistant,design assistant,1.0,1863,1863,1.0,0.0,1.0,0.0
25818,artist,design assistant,0.9885215065558806,1966,1863,1.0,-0.6666666666666666,1.0,0.0
25819,production artist,design assistant,0.9849677647595153,2323,1863,0.0,0.0,1.0,0.0
25820, d animator,design assistant,0.9786594576473115,1907,1863,0.0,,1.0,0.0
25821,web editor,videographer,0.971597643665335,1917,1122,0.0,0.0,3.0,-0.625
25822,videographer,videographer,1.0,1122,1122,3.0,-0.625,3.0,-0.625
25823,artist,videographer,0.9870498991188444,1966,1122,1.0,-0.6666666666666666,3.0,-0.625
25824,video producer,videographer,0.9876912190093596,2128,1122,0.0,0.0,3.0,-0.625
25825,copy editor,videographer,0.9853655823125892,2398,1122,2.0,0.0,3.0,-0.625
25826,web editor,web editor,1.0,1917,1917,0.0,0.0,0.0,0.0
25827,proposal coordinator,web editor,0.984214093841343,1533,1917,2.0,-0.8823529411764706,0.0,0.0
25828,meteorologist,campaign manager,0.9735847787336497,2169,2294,1.0,,3.0,-0.4
25829,ui ux designer,campaign manager,0.9834412422788668,319,2294,0.0,0.0,3.0,-0.4
25830,ux designer,campaign manager,0.9870438990059931,689,2294,13.0,-0.59375,3.0,-0.4
25831,content specialist,campaign manager,0.9887913002800789,799,2294,2.0,-0.6,3.0,-0.4
25832,web developers,campaign manager,0.9904873557090379,956,2294,0.0,,3.0,-0.4
25833,campaign manager,campaign manager,1.0,2294,2294,3.0,-0.4,3.0,-0.4
25834,meteorologist,meteorologist,1.0,2169,2169,1.0,,1.0,
25835,detailer,proofreader,0.9592737472296906,2487,1048,7.0,-0.5882352941176471,0.0,0.0
25836,proofreader,proofreader,1.0,1048,1048,0.0,0.0,0.0,0.0
25837,software writer,proofreader,0.9778736317347851,254,1048,0.0,,0.0,0.0
25838,detailer,detailer,1.0,2487,2487,7.0,-0.5882352941176471,7.0,-0.5882352941176471
25839,proofreader,detailer,0.9592737472296906,1048,2487,0.0,0.0,7.0,-0.5882352941176471
25840,maintenance technician,plumbers,0.9971664198256824,67,441,71.0,-0.330188679245283,2.0,0.0
25841,electricians,plumbers,0.9953698323282848,397,441,1.0,,2.0,0.0
25842,plumbers,plumbers,1.0,441,441,2.0,0.0,2.0,0.0
25843,maintenance worker,plumbers,0.9899081816769588,732,441,31.0,-0.5921052631578947,2.0,0.0
25844,maintenance mechanic,plumbers,0.9960665928316171,809,441,10.0,-0.7872340425531915,2.0,0.0
25845,tradesman,plumbers,0.9933284611713478,1360,441,0.0,,2.0,0.0
25846,building engineer,plumbers,0.9975650854396061,1520,441,0.0,,2.0,0.0
25847,building mechanic,plumbers,0.9938579632337298,1527,441,0.0,,2.0,0.0
25848,facility engineer,plumbers,0.996237666588309,1580,441,0.0,,2.0,0.0
25849,maintenance repairer,plumbers,0.9962721176504634,1718,441,0.0,,2.0,0.0
25850,journeyman plumber,plumbers,0.9958241713721993,2303,441,5.0,-0.5454545454545454,2.0,0.0
25851,commercial plumber,plumbers,0.9922908512957367,2312,441,0.0,,2.0,0.0
25852,carpenter apprentice,plumbers,0.9866404107937166,2717,441,1.0,-0.75,2.0,0.0
25853,security systems installer,plumbers,0.9916151302715431,2947,441,0.0,,2.0,0.0
25854,fire alarm installer,plumbers,0.9916151302715431,2948,441,0.0,,2.0,0.0
25855,maintenance plumber,plumbers,0.9958878891154149,2240,441,1.0,0.0,2.0,0.0
25856,craftsman,plumbers,0.9952749097059327,2335,441,1.0,,2.0,0.0
25857,construction laborers,plumbers,0.9932573136225624,1404,441,0.0,,2.0,0.0
25858,skilled laborer,plumbers,0.9932573136225624,1405,441,3.0,,2.0,0.0
25859,maintenance electrician,plumbers,0.9939790540143433,1698,441,4.0,-0.5555555555555556,2.0,0.0
25860,hvac installer,plumbers,0.9943406637515291,2189,441,0.0,0.0,2.0,0.0
